1.179.88.0,1.179.95.255,PS
1.179.96.0,1.179.111.255,AU
1.179.112.0,1.179.127.255,FR
1.179.128.0,1.179.255.255,TH
1.180.0.0,1.185.255.255,CN
1.186.0.0,1.187.255.255,IN
1.188.0.0,1.199.255.255,CN
1.200.0.0,1.200.255.255,TW
1.201.0.0,1.201.255.255,KR
1.202.0.0,1.207.255.255,CN
1.208.0.0,1.255.255.255,KR
2.0.0.0,2.15.255.255,FR
2.16.0.0,2.16.5.255,NL
2.16.6.0,2.16.7.255,DE
2.16.8.0,2.16.35.255,NL
2.16.36.0,2.16.37.255,IL
2.16.38.0,2.16.67.255,NL
2.16.68.0,2.16.69.255,SE
2.16.70.0,2.16.71.255,IT
2.16.72.0,2.16.131.255,NL
2.16.132.0,2.16.133.255,DE
2.16.134.0,2.16.169.255,NL
2.16.170.0,2.16.173.255,DE
2.16.174.0,2.16.177.255,NL
2.16.178.0,2.16.179.255,GR
2.16.180.0,2.16.187.255,NL
2.16.188.0,2.16.189.255,BR
2.16.190.0,2.16.219.255,NL
2.16.220.0,2.16.223.255,GR
2.16.224.0,2.17.19.255,NL
2.17.20.0,2.17.23.255,DE
2.17.24.0,2.17.251.255,NL
2.17.252.0,2.17.255.255,DE
2.18.0.0,2.18.79.255,NL
2.18.80.0,2.18.95.255,GR
2.18.96.0,2.19.15.255,NL
2.19.16.0,2.19.31.255,IT
2.19.32.0,2.19.239.255,NL
2.19.240.0,2.19.255.255,DE
2.20.0.0,2.20.3.255,NL
2.20.4.0,2.20.7.255,IT
2.20.8.0,2.20.59.255,NL
2.20.60.0,2.20.63.255,DE
2.20.64.0,2.20.178.255,NL
2.20.179.0,2.20.179.255,ES
2.20.180.0,2.20.181.255,DE
2.20.182.0,2.20.182.255,AT
2.20.183.0,2.20.183.255,GB
2.20.184.0,2.20.184.255,DE
2.20.185.0,2.20.185.255,ES
2.20.186.0,2.20.187.255,DE
2.20.188.0,2.20.255.255,NL
2.21.0.0,2.21.31.255,DE
2.21.32.0,2.21.63.255,FR
2.21.64.0,2.21.87.255,NL
2.21.88.0,2.21.93.255,AT
2.21.94.0,2.21.95.255,NL
2.21.96.0,2.21.111.255,AT
2.21.112.0,2.21.243.255,NL
2.21.244.0,2.21.245.255,FR
2.21.246.0,2.21.246.255,AT
2.21.247.0,2.21.247.255,DE
2.21.248.0,2.21.253.255,FR
2.21.254.0,2.22.11.255,NL
2.22.12.0,2.22.19.255,GB
2.22.20.0,2.22.47.255,NL
2.22.48.0,2.22.49.255,FR
2.22.50.0,2.22.54.255,NL
2.22.55.0,2.22.55.255,BE
2.22.56.0,2.22.59.255,FR
2.22.60.0,2.22.60.255,SE
2.22.61.0,2.22.95.255,NL
2.22.96.0,2.22.159.255,GB
2.22.160.0,2.22.191.255,FR
2.22.192.0,2.22.223.255,NL
2.22.224.0,2.22.226.255,FR
2.22.227.0,2.22.227.255,GB
2.22.228.0,2.22.229.255,NL
2.22.230.0,2.22.230.255,ES
2.22.231.0,2.22.245.255,NL
2.22.246.0,2.22.247.255,GB
2.22.248.0,2.22.251.255,NL
2.22.252.0,2.22.253.255,GB
2.22.254.0,2.22.255.255,FR
2.23.0.0,2.23.111.255,NL
2.23.112.0,2.23.127.255,GR
2.23.128.0,2.23.255.255,NL
2.24.0.0,2.31.255.255,GB
2.32.0.0,2.47.255.255,IT
2.48.0.0,2.51.255.255,AE
2.52.0.0,2.55.255.255,IL
2.56.0.0,2.56.3.255,MD
2.56.4.0,2.56.5.255,DE
2.56.6.0,2.56.6.255,IE
2.56.7.0,2.56.7.255,TR
2.56.8.0,2.56.9.255,US
2.56.10.0,2.56.10.255,SC
2.56.11.0,2.56.11.255,US
2.56.12.0,2.56.15.255,BG
2.56.16.0,2.56.19.255,AE
2.56.20.0,2.56.23.255,US
2.56.24.0,2.56.27.255,RU
2.56.28.0,2.56.31.255,SE
2.56.32.0,2.56.35.255,US
2.56.36.0,2.56.39.255,IQ
2.56.40.0,2.56.43.255,CH
2.56.44.0,2.56.51.255,RO
2.56.52.0,2.56.55.255,BG
2.56.56.0,2.56.59.255,NL
2.56.60.0,2.56.63.255,TR
2.56.64.0,2.56.67.255,ES
2.56.68.0,2.56.71.255,PL
2.56.72.0,2.56.75.255,ES
2.56.76.0,2.56.79.255,DE
2.56.80.0,2.56.83.255,FR
2.56.84.0,2.56.87.255,ES
2.56.88.0,2.56.88.255,RU
2.56.89.0,2.56.90.255,NL
2.56.91.0,2.56.91.255,HK
2.56.92.0,2.56.95.255,IT
2.56.96.0,2.56.99.255,DE
2.56.100.0,2.56.103.255,SC
2.56.104.0,2.56.107.255,LU
2.56.108.0,2.56.111.255,TR
2.56.112.0,2.56.112.255,VA
2.56.113.0,2.56.113.255,PL
2.56.114.0,2.56.115.255,US
2.56.116.0,2.56.123.255,CY
2.56.124.0,2.56.127.255,US
2.56.128.0,2.56.131.255,IT
2.56.132.0,2.56.132.255,CH
2.56.133.0,2.56.135.255,DE
2.56.136.0,2.56.139.255,RU
2.56.140.0,2.56.140.255,NL
2.56.141.0,2.56.143.255,LV
2.56.144.0,2.56.146.255,NL
2.56.147.0,2.56.147.255,US
2.56.148.0,2.56.148.255,NL
2.56.149.0,2.56.149.255,HK
2.56.150.0,2.56.150.255,GB
2.56.151.0,2.56.151.255,US
2.56.152.0,2.56.155.255,TR
2.56.156.0,2.56.159.255,FR
2.56.160.0,2.56.163.255,AT
2.56.164.0,2.56.164.255,DE
2.56.165.0,2.56.165.255,NL
2.56.166.0,2.56.167.255,US
2.56.168.0,2.56.168.255,UA
2.56.169.0,2.56.169.255,CH
2.56.170.0,2.56.170.255,DE
2.56.171.0,2.56.171.255,BE
2.56.172.0,2.56.175.255,US
2.56.176.0,2.56.179.255,CY
2.56.180.0,2.56.183.255,RU
2.56.184.0,2.56.187.255,LT
2.56.188.0,2.56.191.255,US
2.56.192.0,2.56.195.255,NL
2.56.196.0,2.56.203.255,GB
2.56.204.0,2.56.207.255,AM
2.56.208.0,2.56.211.255,AT
2.56.212.0,2.56.214.255,NL
2.56.215.0,2.56.215.255,FR
2.56.216.0,2.56.219.255,NL
2.56.220.0,2.56.220.255,LU
2.56.221.0,2.56.221.255,ES
2.56.222.0,2.56.223.255,RU
2.56.224.0,2.56.227.255,NL
2.56.228.0,2.56.231.255,IN
2.56.232.0,2.56.239.255,DE
2.56.240.0,2.56.243.255,RU
2.56.244.0,2.56.244.255,GB
2.56.245.0,2.56.245.255,DE
2.56.246.0,2.56.246.255,IT
2.56.247.0,2.56.247.255,FR
2.56.248.0,2.56.250.255,US
2.56.251.0,2.56.251.255,IT
2.56.252.0,2.56.252.255,JP
2.56.253.0,2.56.253.255,CZ
2.56.254.0,2.56.254.255,DE
2.56.255.0,2.56.255.255,IN
2.57.0.0,2.57.0.255,RU
2.57.1.0,2.57.1.255,DE
2.57.2.0,2.57.2.255,ES
2.57.3.0,2.57.3.255,IR
2.57.4.0,2.57.7.255,ES
2.57.8.0,2.57.11.255,PL
2.57.12.0,2.57.15.255,NL
2.57.16.0,2.57.16.255,JP
2.57.17.0,2.57.17.255,US
2.57.18.0,2.57.18.255,FR
2.57.19.0,2.57.19.255,NL
2.57.20.0,2.57.21.255,BE
2.57.22.0,2.57.22.255,GB
2.57.23.0,2.57.23.255,US
2.57.24.0,2.57.27.255,IE
2.57.28.0,2.57.31.255,NL
2.57.32.0,2.57.35.255,IT
2.57.36.0,2.57.38.255,RU
2.57.39.0,2.57.39.255,UA
2.57.40.0,2.57.43.255,BE
2.57.44.0,2.57.47.255,GB
2.57.48.0,2.57.51.255,AT
2.57.52.0,2.57.55.255,RU
2.57.56.0,2.57.59.255,NL
2.57.60.0,2.57.63.255,UZ
2.57.64.0,2.57.67.255,SK
2.57.68.0,2.57.71.255,MY
2.57.72.0,2.57.75.255,FR
2.57.76.0,2.57.79.255,US
2.57.80.0,2.57.83.255,RU
2.57.84.0,2.57.87.255,IT
2.57.88.0,2.57.89.255,NL
2.57.90.0,2.57.90.255,GB
2.57.91.0,2.57.91.255,US
2.57.92.0,2.57.95.255,DE
2.57.96.0,2.57.99.255,KZ
2.57.100.0,2.57.103.255,ES
2.57.104.0,2.57.107.255,AT
2.57.108.0,2.57.111.255,ES
2.57.112.0,2.57.115.255,UA
2.57.116.0,2.57.119.255,DE
2.57.120.0,2.57.121.255,GB
2.57.122.0,2.57.122.255,NL
2.57.123.0,2.57.123.255,RO
2.57.124.0,2.57.127.255,TH
2.57.128.0,2.57.131.255,ES
2.57.132.0,2.57.139.255,PL
2.57.140.0,2.57.143.255,FR
2.57.144.0,2.57.147.255,GB
2.57.148.0,2.57.148.255,US
2.57.149.0,2.57.149.255,RU
2.57.150.0,2.57.150.255,UA
2.57.151.0,2.57.151.255,US
2.57.152.0,2.57.155.255,MD
2.57.156.0,2.57.159.255,AT
2.57.160.0,2.57.163.255,DE
2.57.164.0,2.57.168.255,US
2.57.169.0,2.57.169.255,NL
2.57.170.0,2.57.170.255,IT
2.57.171.0,2.57.171.255,NL
2.57.172.0,2.57.175.255,LU
2.57.176.0,2.57.179.255,LT
2.57.180.0,2.57.183.255,AT
2.57.184.0,2.57.187.255,RU
2.57.188.0,2.57.191.255,TR
2.57.192.0,2.57.195.255,ES
2.57.196.0,2.57.203.255,GB
2.57.204.0,2.57.207.255,UA
2.57.208.0,2.57.211.255,PL
2.57.212.0,2.57.215.255,US
2.57.216.0,2.57.219.255,GE
2.57.220.0,2.57.223.255,EE
2.57.224.0,2.57.227.255,ES
2.57.228.0,2.57.231.255,IL
2.57.232.0,2.57.235.255,FR
2.57.236.0,2.57.236.255,LV
2.57.237.0,2.57.237.255,GB
2.57.238.0,2.57.238.255,TR
2.57.239.0,2.57.239.255,NL
2.57.240.0,2.57.240.255,TR
2.57.241.0,2.57.241.255,US
2.57.242.0,2.57.243.255,AE
2.57.244.0,2.57.247.255,SE
2.57.248.0,2.57.251.255,US
2.57.252.0,2.57.253.255,AT
2.57.254.0,2.57.255.255,US
2.58.0.0,2.58.3.255,SE
2.58.4.0,2.58.7.255,GB
2.58.8.0,2.58.11.255,US
2.58.12.0,2.58.13.255,IT
2.58.14.0,2.58.15.255,DE
2.58.16.0,2.58.19.255,LV
2.58.20.0,2.58.23.255,NL
2.58.24.0,2.58.27.255,NO
2.58.28.0,2.58.31.255,GB
2.58.32.0,2.58.35.255,ES
2.58.36.0,2.58.39.255,DE
2.58.40.0,2.58.43.255,TR
2.58.44.0,2.58.47.255,KH
2.58.48.0,2.58.51.255,HR
2.58.52.0,2.58.53.255,DE
2.58.54.0,2.58.54.255,US
2.58.55.0,2.58.56.255,DE
2.58.57.0,2.58.59.255,NL
2.58.60.0,2.58.63.255,MD
2.58.64.0,2.58.67.255,US
2.58.68.0,2.58.71.255,RU
2.58.72.0,2.58.73.255,GB
2.58.74.0,2.58.74.255,HR
2.58.75.0,2.58.75.255,DE
2.58.76.0,2.58.79.255,MX
2.58.80.0,2.58.81.255,US
2.58.82.0,2.58.82.255,DE
2.58.83.0,2.58.83.255,US
2.58.84.0,2.58.85.255,TR
2.58.86.0,2.58.87.255,US
2.58.88.0,2.58.91.255,FI
2.58.92.0,2.58.94.255,BG
2.58.95.0,2.58.95.255,DE
2.58.96.0,2.58.99.255,RU
2.58.100.0,2.58.103.255,DE
2.58.104.0,2.58.107.255,PL
2.58.108.0,2.58.111.255,BE
2.58.112.0,2.58.113.255,DE
2.58.114.0,2.58.114.255,AT
2.58.115.0,2.58.115.255,DE
2.58.116.0,2.58.119.255,ES
2.58.120.0,2.58.123.255,FR
2.58.124.0,2.58.126.255,DE
2.58.127.0,2.58.127.255,GB
2.58.128.0,2.58.131.255,IT
2.58.132.0,2.58.135.255,PS
2.58.136.0,2.58.139.255,IT
2.58.140.0,2.58.143.255,TR
2.58.144.0,2.58.147.255,AT
2.58.148.0,2.58.151.255,NL
2.58.152.0,2.58.155.255,GB
2.58.156.0,2.58.159.255,NL
2.58.160.0,2.58.163.255,GB
2.58.164.0,2.58.167.255,NL
2.58.168.0,2.58.169.255,US
2.58.170.0,2.58.171.255,HU
2.58.172.0,2.58.173.255,AE
2.58.174.0,2.58.175.255,GB
2.58.176.0,2.58.179.255,CZ
2.58.180.0,2.58.183.255,IE
2.58.184.0,2.58.187.255,IT
2.58.188.0,2.58.191.255,ES
2.58.192.0,2.58.195.255,NL
2.58.196.0,2.58.199.255,DE
2.58.200.0,2.58.200.255,US
2.58.201.0,2.58.201.255,DE
2.58.202.0,2.58.202.255,US
2.58.203.0,2.58.203.255,NL
2.58.204.0,2.58.207.255,CZ
2.58.208.0,2.58.211.255,IT
2.58.212.0,2.58.215.255,NL
2.58.216.0,2.58.219.255,PL
2.58.220.0,2.58.223.255,FI
2.58.224.0,2.58.227.255,ES
2.58.228.0,2.58.231.255,PH
2.58.232.0,2.58.235.255,IT
2.58.236.0,2.58.239.255,NL
2.58.240.0,2.58.243.255,TW
2.58.244.0,2.58.251.255,HK
2.58.252.0,2.58.253.255,DE
2.58.254.0,2.58.255.255,GB
2.59.0.0,2.59.3.255,AE
2.59.4.0,2.59.7.255,IT
2.59.8.0,2.59.15.255,RO
2.59.16.0,2.59.21.255,IT
2.59.22.0,2.59.23.255,FR
2.59.24.0,2.59.27.255,GB
2.59.28.0,2.59.35.255,DE
2.59.36.0,2.59.39.255,NL
2.59.40.0,2.59.43.255,AE
2.59.44.0,2.59.47.255,DE
2.59.48.0,2.59.51.255,RU
2.59.52.0,2.59.55.255,SA
2.59.56.0,2.59.60.255,US
2.59.61.0,2.59.61.255,GB
2.59.62.0,2.59.63.255,US
2.59.64.0,2.59.67.255,BE
2.59.68.0,2.59.75.255,FR
2.59.76.0,2.59.83.255,RU
2.59.84.0,2.59.87.255,DE
2.59.88.0,2.59.91.255,NL
2.59.92.0,2.59.95.255,ES
2.59.96.0,2.59.99.255,CH
2.59.100.0,2.59.103.255,HK
2.59.104.0,2.59.107.255,IE
2.59.108.0,2.59.115.255,ES
2.59.116.0,2.59.116.255,AT
2.59.117.0,2.59.117.255,TR
2.59.118.0,2.59.118.255,SK
2.59.119.0,2.59.119.255,TR
2.59.120.0,2.59.123.255,CH
2.59.124.0,2.59.127.255,ES
2.59.128.0,2.59.131.255,MT
2.59.132.0,2.59.135.255,DE
2.59.136.0,2.59.139.255,NL
2.59.140.0,2.59.143.255,IT
2.59.144.0,2.59.147.255,FR
2.59.148.0,2.59.149.255,DE
2.59.150.0,2.59.150.255,BR
2.59.151.0,2.59.151.255,IN
2.59.152.0,2.59.152.255,US
2.59.153.0,2.59.153.255,KR
2.59.154.0,2.59.154.255,JP
2.59.155.0,2.59.155.255,HK
2.59.156.0,2.59.156.255,DE
2.59.157.0,2.59.157.255,US
2.59.158.0,2.59.159.255,DE
2.59.160.0,2.59.163.255,RU
2.59.164.0,2.59.167.255,EE
2.59.168.0,2.59.171.255,NL
2.59.172.0,2.59.175.255,US
2.59.176.0,2.59.179.255,RU
2.59.180.0,2.59.180.255,SE
2.59.181.0,2.59.181.255,TR
2.59.182.0,2.59.182.255,US
2.59.183.0,2.59.183.255,NL
2.59.184.0,2.59.187.255,DK
2.59.188.0,2.59.191.255,FR
2.59.192.0,2.59.195.255,ES
2.59.196.0,2.59.199.255,HU
2.59.200.0,2.59.201.255,GB
2.59.202.0,2.59.203.255,JP
2.59.204.0,2.59.207.255,MD
2.59.208.0,2.59.211.255,SE
2.59.212.0,2.59.212.255,IN
2.59.213.0,2.59.215.255,AE
2.59.216.0,2.59.219.255,RU
2.59.220.0,2.59.223.255,UA
2.59.224.0,2.59.227.255,NL
2.59.228.0,2.59.231.255,IT
2.59.232.0,2.59.235.255,ES
2.59.236.0,2.59.239.255,FR
2.59.240.0,2.59.243.255,RU
2.59.244.0,2.59.247.255,ES
2.59.248.0,2.59.251.255,IT
2.59.252.0,2.59.252.255,TR
2.59.253.0,2.59.253.255,US
2.59.254.0,2.59.255.255,NL
2.60.0.0,2.63.255.255,RU
2.64.0.0,2.71.255.255,SE
2.72.0.0,2.79.255.255,KZ
2.80.0.0,2.83.255.255,PT
2.84.0.0,2.87.255.255,GR
2.88.0.0,2.91.255.255,SA
2.92.0.0,2.95.255.255,RU
2.96.0.0,2.103.255.255,GB
2.104.0.0,2.109.71.255,DK
2.109.72.0,2.109.74.255,CY
2.109.75.0,2.111.255.255,DK
2.112.0.0,2.119.255.255,IT
2.120.0.0,2.127.255.255,GB
2.128.0.0,2.131.255.255,DK
2.132.0.0,2.135.255.255,KZ
2.136.0.0,2.143.255.255,ES
2.144.0.0,2.147.255.255,IR
2.148.0.0,2.151.255.255,NO
2.152.0.0,2.155.255.255,ES
2.156.0.0,2.159.255.255,IT
2.160.0.0,2.175.255.255,DE
2.176.0.0,2.191.255.255,IR
2.192.0.0,2.199.255.255,IT
2.200.0.0,2.215.255.255,DE
2.216.0.0,2.223.255.255,GB
2.224.0.0,2.239.255.255,IT
2.240.0.0,2.247.255.255,DE
2.248.0.0,2.255.255.255,SE
3.0.0.0,4.255.255.255,US
5.0.0.0,5.0.255.255,SY
5.1.0.0,5.1.31.255,UA
5.1.32.0,5.1.39.255,ES
5.1.40.0,5.1.40.255,LT
5.1.41.0,5.1.41.255,RU
5.1.42.0,5.1.42.255,IT
5.1.43.0,5.1.43.255,IR
5.1.44.0,5.1.44.255,IT
5.1.45.0,5.1.45.255,GB
5.1.46.0,5.1.46.255,US
5.1.47.0,5.1.55.255,RU
5.1.56.0,5.1.63.255,CZ
5.1.64.0,5.1.95.255,DE
5.1.96.0,5.1.103.255,CH
5.1.104.0,5.1.111.255,IQ
5.1.112.0,5.1.119.255,CH
5.1.120.0,5.1.255.255,DE
5.2.0.0,5.2.15.255,IT
5.2.16.0,5.2.23.255,GB
5.2.24.0,5.2.31.255,ES
5.2.32.0,5.2.63.255,RU
5.2.64.0,5.2.79.255,NL
5.2.80.0,5.2.87.255,TR
5.2.88.0,5.2.95.255,ES
5.2.96.0,5.2.127.255,GB
5.2.128.0,5.2.255.255,RO
5.3.0.0,5.3.255.255,RU
5.4.0.0,5.7.255.255,DE
5.8.0.0,5.8.7.255,EE
5.8.8.0,5.8.17.255,RU
5.8.18.0,5.8.18.255,CY
5.8.19.0,5.8.23.255,RU
5.8.24.0,5.8.25.255,US
5.8.26.0,5.8.26.255,SG
5.8.27.0,5.8.27.255,US
5.8.28.0,5.8.31.255,RU
5.8.32.0,5.8.32.255,NL
5.8.33.0,5.8.33.255,GB
5.8.34.0,5.8.34.255,NL
5.8.35.0,5.8.35.255,IN
5.8.36.0,5.8.39.255,RU
5.8.40.0,5.8.40.255,LU
5.8.41.0,5.8.41.255,US
5.8.42.0,5.8.43.255,RU
5.8.44.0,5.8.44.255,NL
5.8.45.0,5.8.45.255,PL
5.8.46.0,5.8.47.255,NL
5.8.48.0,5.8.55.255,RU
5.8.56.0,5.8.56.255,DE
5.8.57.0,5.8.62.255,RU
5.8.63.0,5.8.63.255,US
5.8.64.0,5.8.65.255,RU
5.8.66.0,5.8.67.255,PL
5.8.68.0,5.8.68.255,LU
5.8.69.0,5.8.69.255,RU
5.8.70.0,5.8.71.255,LU
5.8.72.0,5.8.91.255,RU
5.8.92.0,5.8.93.255,US
5.8.94.0,5.8.94.255,DE
5.8.95.0,5.8.95.255,JP
5.8.96.0,5.8.127.255,IT
5.8.128.0,5.8.159.255,LB
5.8.160.0,5.8.183.255,RU
5.8.184.0,5.8.188.255,ES
5.8.189.0,5.8.189.111,IT
5.8.189.112,5.8.189.127,GB
5.8.189.128,5.8.191.255,ES
5.8.192.0,5.8.239.255,RU
5.8.240.0,5.8.247.255,IQ
5.8.248.0,5.8.248.255,NL
5.8.249.0,5.8.249.255,FR
5.8.250.0,5.8.251.255,GB
5.8.252.0,5.8.255.255,ES
5.9.0.0,5.10.15.255,DE
5.10.16.0,5.10.31.255,GB
5.10.32.0,5.10.39.255,GE
5.10.40.0,5.10.63.255,DE
5.10.64.0,5.10.97.51,NL
5.10.97.52,5.10.97.55,GB
5.10.97.56,5.10.97.239,NL
5.10.97.240,5.10.97.255,PL
5.10.98.0,5.10.98.59,NL
5.10.98.60,5.10.98.60,ES
5.10.98.61,5.10.98.62,NL
5.10.98.63,5.10.98.63,IN
5.10.98.64,5.10.98.151,NL
5.10.98.152,5.10.98.159,GB
5.10.98.160,5.10.98.187,NL
5.10.98.188,5.10.98.191,IN
5.10.98.192,5.10.101.159,NL
5.10.101.160,5.10.101.175,US
5.10.101.176,5.10.101.255,NL
5.10.102.0,5.10.102.7,GB
5.10.102.8,5.10.103.79,NL
5.10.103.80,5.10.103.80,ES
5.10.103.81,5.10.103.255,NL
5.10.104.0,5.10.104.15,IT
5.10.104.16,5.10.104.63,NL
5.10.104.64,5.10.104.64,IN
5.10.104.65,5.10.104.79,NL
5.10.104.80,5.10.104.95,DE
5.10.104.96,5.10.104.111,NL
5.10.104.112,5.10.104.127,US
5.10.104.128,5.10.105.2,NL
5.10.105.3,5.10.105.3,IN
5.10.105.4,5.10.105.7,US
5.10.105.8,5.10.105.131,NL
5.10.105.132,5.10.105.135,US
5.10.105.136,5.10.105.136,IN
5.10.105.137,5.10.105.137,GB
5.10.105.138,5.10.105.227,NL
5.10.105.228,5.10.105.231,IN
5.10.105.232,5.10.106.15,NL
5.10.106.16,5.10.106.19,US
5.10.106.20,5.10.106.79,NL
5.10.106.80,5.10.106.83,CA
5.10.106.84,5.10.106.84,NL
5.10.106.85,5.10.106.85,US
5.10.106.86,5.10.106.86,IN
5.10.106.87,5.10.106.95,NL
5.10.106.96,5.10.106.127,CA
5.10.106.128,5.10.106.191,NL
5.10.106.192,5.10.106.223,IN
5.10.106.224,5.10.108.79,NL
5.10.108.80,5.10.108.95,US
5.10.108.96,5.10.108.175,NL
5.10.108.176,5.10.108.191,IN
5.10.108.192,5.10.108.207,GB
5.10.108.208,5.10.109.59,NL
5.10.109.60,5.10.109.63,GB
5.10.109.64,5.10.112.47,NL
5.10.112.48,5.10.112.63,CA
5.10.112.64,5.10.112.203,NL
5.10.112.204,5.10.112.207,US
5.10.112.208,5.10.114.23,NL
5.10.114.24,5.10.114.27,US
5.10.114.28,5.10.114.63,NL
5.10.114.64,5.10.114.95,CA
5.10.114.96,5.10.115.159,NL
5.10.115.160,5.10.115.163,IN
5.10.115.164,5.10.120.191,NL
5.10.120.192,5.10.120.207,GB
5.10.120.208,5.10.121.191,NL
5.10.121.192,5.10.121.223,US
5.10.121.224,5.10.122.19,NL
5.10.122.20,5.10.122.23,GB
5.10.122.24,5.10.122.99,NL
5.10.122.100,5.10.122.103,IN
5.10.122.104,5.10.123.31,NL
5.10.123.32,5.10.123.63,CA
5.10.123.64,5.10.126.27,NL
5.10.126.28,5.10.126.31,IN
5.10.126.32,5.10.126.65,NL
5.10.126.66,5.10.126.67,IN
5.10.126.68,5.10.127.255,NL
5.10.128.0,5.10.135.255,FR
5.10.136.0,5.10.138.255,GB
5.10.139.0,5.10.139.255,FR
5.10.140.0,5.10.141.135,GB
5.10.141.136,5.10.141.139,DE
5.10.141.140,5.10.142.255,GB
5.10.143.0,5.10.143.15,SE
5.10.143.16,5.10.143.63,DE
5.10.143.64,5.10.143.71,CZ
5.10.143.72,5.10.143.87,DE
5.10.143.88,5.10.143.95,CZ
5.10.143.96,5.10.143.107,DE
5.10.143.108,5.10.143.111,SE
5.10.143.112,5.10.143.115,DE
5.10.143.116,5.10.143.127,SE
5.10.143.128,5.10.143.255,DE
5.10.144.0,5.10.159.255,GB
5.10.160.0,5.10.191.255,DE
5.10.192.0,5.10.199.255,NL
5.10.200.0,5.10.207.255,ES
5.10.208.0,5.10.223.255,DE
5.10.224.0,5.10.231.255,IQ
5.10.232.0,5.10.239.255,GB
5.10.240.0,5.10.243.255,SC
5.10.244.0,5.10.247.255,GB
5.10.248.0,5.10.248.255,IR
5.10.249.0,5.10.249.255,NL
5.10.250.0,5.10.251.255,AX
5.10.252.0,5.10.255.255,SC
5.11.0.0,5.11.7.255,AT
5.11.8.0,5.11.12.255,GB
5.11.13.0,5.11.13.255,ZA
5.11.14.0,5.11.19.255,GB
5.11.20.0,5.11.20.255,DE
5.11.21.0,5.11.22.255,GB
